"","SOX17","TMPRSS4","EGF","TMPRSS11D","PLPP4","HMGB3P6","PSMD10P2","GSDMC","CD5L","RPTN","PLA2G1B","EIF4G1","LINC01994","GABRG2","CDT1","VIL1","FOXG1","IQANK1","GYPE","FANCI","VEPH1","PCAT6","CYCSP6","SP8","SLC9A2","LINC02163","DNASE2B","OR7E47P","HELLS","LINC02306","CHRDL1","RNF222","VCAN","LINC00668","PPFIA4","MAGEC2","PLUT","OR10Q1","MT1M","MIR205HG","LINC02830","KCNK2","CABP5","PLXNB3","PES1P1","LARGE2","C1orf158","OR8I2","AGRP","LINP1","CRB3P1","SALL4","CBLN2","CA6","IGF2BP3","UGT1A7","BPIFB2","OR7E36P","H2BC9","LINC02555","CSTL1","NLGN1","AK4P3","FAM25A","NAA11","CNTNAP4","PCNPP3","GCGR","LINC00640","C8B","PRSS56","DCAF8L1","LINC00940","KRT75","ONECUT3","NDNF","LINC00887","KRT17P1","LINC01412","PARPBP","CT55","BMP7","SPRR2B","UCN2","SBSN","CD93","KRTDAP","SPRR4","LY6G6C","C4BPA","SKA1","HROB","COL17A1","TFAP2A","FAM83A","GPM6A","SFTPA1","LDB2","AQP4","ISM2","HJURP","CEP55","ATF7IP","EWSAT1","DMRT1","CCDC121P1","LINC01956","FGF4","NRSN1","KCNV1","GNG4","OTOP2","SLC6A5","LINC01639","GKN2","CENPI","DSEL","PRORY","RPL26P13","KLK12","DMRT3","COL9A3","JPH3","AQP1","SCUBE1","ACP7","ASCL4","status"
"TCGA.58.A46L.01A",7.4594316186373,15.3598181800299,8.8008998999203,12.8719052376592,8.32192809488736,3,6.97727992349992,13.1065629404449,3,9.81378119121704,2.58496250072116,17.7666453671533,2,6.24792751344359,12.1208858427878,7.71424551766612,3,12.5569849575945,4.16992500144231,14.357002092265,9.66888498426625,9.73809225962049,9.06069593168755,11.1163439612375,10.5603328342124,7.10852445677817,5.4594316186373,8.19967234483637,13.1366707623418,2.58496250072116,9.74819284958946,5.16992500144231,15.1823167536928,11.9314762338868,11.4356702609366,1,3.32192809488736,2,8.32192809488736,13.859146495426,5.90689059560852,5.85798099512757,2,12.0993478104032,2,13.0443941193585,6.93073733756289,1,4.70043971814109,2.58496250072116,1,10.4367115421372,4.70043971814109,3.8073549220576,14.6084858564953,11.1472049249422,8.59245703726808,3,6.24792751344359,2.58496250072116,6.20945336562895,7.2667865406949,2.58496250072116,5.8073549220576,2,5.16992500144231,3.32192809488736,6.97727992349992,7.65821148275179,2,1,1,1,9.50382573799575,6.35755200461808,7.16992500144231,7.8073549220576,5.70043971814109,1,11.6082548219779,2,12.7047682393626,7.08746284125034,7.8073549220576,14.1952183937621,12.577900836887,12.4236411950759,8.74819284958946,10.1344263202209,3.32192809488736,12.1535520317081,11.713386514937,11.7984718011016,13.9728003352245,13.1052537797009,5,7.61470984411521,9.93073733756289,4.90689059560852,7.75488750216347,12.1247675358225,14.1710203825119,14.3488664427566,6.20945336562895,7,2.58496250072116,6.16992500144231,1,2.58496250072116,6.20945336562895,8.62205181945638,9.27146302790437,2.58496250072116,3,2,11.2796105810525,8.77478705960117,1,5.8073549220576,8.24792751344359,7.16992500144231,10.5999128421871,6.85798099512757,12.4838157772643,8.16992500144231,10.57931593758,1,"0"
"TCGA.85.A512.01A",6.20945336562895,15.977995368613,7.16992500144231,11.5137275959524,8.62935662007961,3.32192809488736,5.8073549220576,10.5488219084588,1,11.0687782779854,3.32192809488736,15.7822303958982,5.16992500144231,5.70043971814109,11.3890935219045,9.67948009950545,2,13.695663296788,2,12.9516489859046,4.70043971814109,9.04439411935845,6.32192809488736,4.70043971814109,10.103287808412,6.4262647547021,5.52356195605701,4.90689059560852,12.5206186805563,3,7.84549005094437,4.58496250072116,13.4390516805917,10.9068905956085,9.98584193700334,1,1,1,10.2479275134436,12.4403501192006,4.4594316186373,6.08746284125034,2,10.7056323873614,1,12.9155059622319,1,1,3.58496250072116,1,1,6.6724253419715,1,8.6724253419715,10.5961897561444,10.9483672315847,6.88264304936184,1,7.56985560833095,1,6.20945336562895,7.59991284218713,2.58496250072116,9.08746284125034,2,1,2,4.8073549220576,6.70043971814109,3,1,1,1,7.33985000288462,5.95419631038687,6.64385618977472,6.04439411935845,5.70043971814109,1,11.1736771363034,1,13.4678602407079,9.58496250072116,7.88264304936184,14.0162859821088,11.1254134704833,9.90388184573618,10.9556499075284,11.6275338844728,5.16992500144231,10.3728650601126,10.8610869059954,12.2532565797812,11.5294305541462,12.656871725614,3,9.38370429247405,9.26209484537018,3.32192809488736,3.8073549220576,12.6183855022586,13.5220910688871,13.1799090900149,6.64385618977472,7.68650052718322,1,3,2,2,1,9.02236781302845,6.52356195605701,2.58496250072116,1,1,9.69696752623429,7,1,3.58496250072116,10.8657332708518,8.58496250072116,7.83289001416474,3.58496250072116,11.9173720794768,4.32192809488736,9.25266543245025,1,"0"
"TCGA.85.7710.01A",6.04439411935845,15.9678116494064,6.4594316186373,12.3253054550897,7.28540221886225,2,6.24792751344359,10.868822554775,2,5,3,17.007750010639,1,1,11.7125270004398,3.8073549220576,2.58496250072116,13.6149398473107,3.32192809488736,13.2629757012279,5.52356195605701,8.43462822763673,4.90689059560852,1,3.8073549220576,4.70043971814109,3.58496250072116,4.58496250072116,11.8795832496128,1,9.77807712953536,4,13.7980667203631,1,11.3094763538411,1,1,2.58496250072116,6.58496250072116,13.8187818722754,4,7.49185309632967,1,12.8776675740679,1,12.6895612542855,1,1,5.16992500144231,9.02790599656988,1,8.43462822763673,5.16992500144231,2,8.54689445988764,2.58496250072116,1,1,6.39231742277876,4.32192809488736,1,8.69348695749932,1,4.16992500144231,2,3,2,2.58496250072116,6.58496250072116,3,1,1,1,6.83289001416474,5.8073549220576,9.64745842645492,7.7279204545632,4.4594316186373,2,11.3564519702218,1,12.3987436919382,5.08746284125034,5.70043971814109,10.1799090900149,11.9563761572497,6.20945336562895,4.70043971814109,2,10.0848083878044,9.70043971814109,10.6275338844728,16.6226810304748,13.4398308839814,15.2831607175334,4.32192809488736,15.0117513953167,9.21916852046216,9.59245703726808,4.58496250072116,10.8265484872909,12.2473341780287,13.5764843467969,2,3.8073549220576,1,3.32192809488736,1,1,1,7.55458885167764,1,1,1,3.8073549220576,9.91587937883577,10.3420746679991,1,6.16992500144231,3,4.16992500144231,9.71080643369935,4.4594316186373,12.0613711926598,4.70043971814109,5.52356195605701,2,"0"
"TCGA.66.2781.01A",6.08746284125034,15.7774094410444,10.6384359139905,12.6082548219779,9.2336196767597,1,5.70043971814109,8.82017896241519,1,8.11894107272351,4.16992500144231,16.7704058033186,1,4.58496250072116,11.967226258836,5.85798099512757,3.58496250072116,13.1975238782578,2,13.2243032093734,7.24792751344359,10.7846348455575,5.39231742277876,7.5077946401987,11.270295326472,6.20945336562895,5,6.90689059560852,12.0188956211216,3,10.1163439612375,4.32192809488736,14.2892984719035,10.9351650496037,10.2045711442492,3,2.58496250072116,1,7.02236781302845,14.5989829710361,5.64385618977472,4.8073549220576,1,10.6794800995054,1,13.1134166114859,1,1,2.58496250072116,5.8073549220576,1,9.4797802640291,4.16992500144231,2,11.8233672400462,7.12928301694497,3.58496250072116,2,10.5077946401987,3.58496250072116,2.58496250072116,9.29001884693262,5.95419631038687,5.4594316186373,2,4.32192809488736,3,6.88264304936184,6.7279204545632,1,1,1,1,10.0112272554233,2,9.16992500144231,7.3037807481771,5.4594316186373,2,10.6564248632778,3,12.8917837032183,10.7431513941125,8.78790255939143,11.7116669735643,11.9373738201921,10.403012023575,7.4262647547021,6.95419631038687,8.65105169117893,10.3286749273279,10.8360503550581,16.1827822893667,12.2473341780287,10.8826430493618,4.4594316186373,13.3728650601126,9.77478705960117,8.65105169117893,7.58496250072116,11.8517490414161,12.8297227350861,12.8653466448168,5.32192809488736,4.90689059560852,1,3.8073549220576,2,1,9.17990909001493,8.04439411935845,4.4594316186373,2,6,4,10.5679560754155,7.82017896241519,1,4.4594316186373,7.8073549220576,8.59245703726808,8.467605550083,7.7279204545632,12.4558409091264,5.64385618977472,9.34429590791582,1,"0"
"TCGA.63.A5MY.01A",4.8073549220576,15.0823985634278,5.52356195605701,12.9381093262192,5,5.95419631038687,4.16992500144231,10.2479275134436,1,5.64385618977472,3.32192809488736,16.5318383228332,5.64385618977472,7.4262647547021,10.9439799143437,2,1,14.3042086994456,1,13.4064707685293,3,10.9381093262192,7.18982455888002,2.58496250072116,5.32192809488736,7.39231742277876,2.58496250072116,4.90689059560852,12.2088439907346,1,4.90689059560852,3.58496250072116,10.0714623625566,3.32192809488736,12.2894425756883,4,1,1,1,14.8026173340852,5.24792751344359,9.10328780841202,1,10.7039035734447,4.70043971814109,13.2390017577656,2,1,3.8073549220576,1,1,8.21916852046216,3.32192809488736,2.58496250072116,12.1484765821783,8.37503943134692,1,1,10.2877123795494,1,2.58496250072116,6.7279204545632,2.58496250072116,1,9.81378119121704,2.58496250072116,1,5.52356195605701,7.4262647547021,1,1,1,1,4.58496250072116,2,7,6.16992500144231,4.58496250072116,1,10.8641861446543,5.95419631038687,13.8456860559771,2,11.3641346550081,7.55458885167764,10.6724253419715,5,3,4.4594316186373,4.8073549220576,10.5449644327892,11.0416591516372,11.9722618487333,13.2969162068793,11.4062050054189,2,10.0821490413539,9.01680828768655,6,9.4594316186373,11.4817994316658,13.0590063952011,12.859146495426,2.58496250072116,6.20945336562895,2,1,2,2,4.90689059560852,6.75488750216347,6.12928301694497,1,4.90689059560852,2,11.1344263202209,6.78135971352466,1,5.39231742277876,2,9.59991284218713,5.39231742277876,4,10.2807707701306,3.8073549220576,7.16992500144231,1,"0"
"TCGA.85.7698.01A",7.58496250072116,15.400612641082,10.652844973002,13.399010832952,10.0112272554233,2,5.24792751344359,11.1459321458205,5.4594316186373,11.2644426002266,2.58496250072116,16.9825034455777,5.4594316186373,1,11.9366379390026,3,4.4594316186373,13.5502658068687,4.58496250072116,13.4328028563519,7.2667865406949,8.83289001416474,7.53915881110803,6.6724253419715,11.8749813476538,5.52356195605701,5.32192809488736,6.70043971814109,11.6320864128352,3,9.97154355395077,7.82017896241519,15.8914989326727,10.2854022188622,9.86727873970966,1,1,1,7.04439411935845,12.5478585060584,2,8.99435343685886,1,11.410451351504,1,13.2410893788609,2.58496250072116,1,2,9.12412131182919,1,8.53915881110803,3.58496250072116,4.4594316186373,12.7030383889864,13.1414685553931,12.9240701855853,1,8.56224242422107,3,3,9.56605403817109,1,6.95419631038687,1,3.32192809488736,1,9.83920378809694,7.06608919045777,1,2.58496250072116,1,1,9.49185309632967,7.65821148275179,8.98868468677217,4.16992500144231,5.64385618977472,2,11.0112272554233,2,13.728345714711,7.93073733756289,8.21916852046216,12.7772553151919,12.9736973663054,11.3564519702218,7.93073733756289,12.5343028824546,6.24792751344359,10.1922928144708,10.7797193551434,14.9017154244144,12.3089078040639,9.6582114827518,5.16992500144231,10.609178738142,10.5176693881338,6.6724253419715,9.32192809488736,11.3465137331656,12.3459595964041,13.7364019313183,4.58496250072116,9.01680828768655,1,4.4594316186373,1,2,2,9.90388184573618,7.32192809488736,4.32192809488736,1,2.58496250072116,10.3553510964248,9.72451385311995,1,4,10.2667865406949,10.6054795180617,9.09803208296053,7.3037807481771,13.726643921484,6.49185309632967,10.2946207488916,4.58496250072116,"0"
"TCGA.66.2766.01A",5.95419631038687,14.7365076348785,8.88874324889826,10.0498485494506,7.3037807481771,3,5.52356195605701,11.7397806097733,2,3,4,16.0379329708024,5.24792751344359,1,12.3145832442742,5.39231742277876,1,12.525031345124,4.32192809488736,13.281640300066,6.85798099512757,10.2312211807112,9.27146302790437,4.16992500144231,7.08746284125034,7.90689059560852,2,7.61470984411521,11.1972166931101,1,10.3128829552844,3,12.7159619902551,10.3398500028846,11.4072677642447,1,4.58496250072116,1,7.39231742277876,13.319107575825,3.8073549220576,11.2632692003727,1,11.0416591516372,1,12.876516946565,1,1,3,5.08746284125034,1,7.06608919045777,1,3.32192809488736,11.3782948559119,14.2846795343604,1,1,5.52356195605701,1,2.58496250072116,9.55458885167764,2,4.90689059560852,1,2.58496250072116,2,3,7.44294349584873,2,4.16992500144231,1,1,5.24792751344359,2,7.89481776330794,7.32192809488736,5.58496250072116,2.58496250072116,11.6183855022586,1,12.8757493514201,3,7.35755200461808,8.94836723158468,11.7507069862249,7.08746284125034,5.16992500144231,5.52356195605701,6.04439411935845,10.3772105303886,11.3398500028846,11.8025163651212,13.2024299660154,8.24792751344359,5.39231742277876,9.64745842645492,9.43879185257826,6.24792751344359,9.3037807481771,11.298062567719,11.871135184243,13.0059753565004,3.32192809488736,9.73809225962049,1,3.58496250072116,1,2.58496250072116,6.90689059560852,12.2209828510818,4.4594316186373,4.32192809488736,3.32192809488736,2,9.88569637333939,7.65821148275179,1,4.90689059560852,6.4594316186373,10.5449644327892,9.10852445677817,10.2526654324502,11.6591039634737,4.70043971814109,10.654636028528,2,"0"
"TCGA.NC.A5HM.01A",6.12928301694497,15.4873376152072,5.95419631038687,8.31288295528435,6.16992500144231,2.58496250072116,5.16992500144231,10.9454438363779,1,2,1,15.6355480881117,2,8.56224242422107,12.2258099406235,3.32192809488736,1,12.429406741514,3.32192809488736,12.3613955331659,7.70043971814109,10.3858624006415,6.75488750216347,8.13955135239879,6.35755200461808,5.16992500144231,2.58496250072116,4.90689059560852,11.5999128421871,1,3,3.32192809488736,12.5008418795569,6.58496250072116,10.0714623625566,5.52356195605701,1,1,6.75488750216347,13.9057630496028,5.8073549220576,8.29462074889163,1,10.5999128421871,6.08746284125034,12.3723209548673,2,1,3,6.4262647547021,1,10.7992816215219,6.24792751344359,1,9.2807707701306,3.58496250072116,9.29462074889163,1,8.02236781302845,3.58496250072116,2.58496250072116,6.58496250072116,1,4.58496250072116,1,4.16992500144231,4.4594316186373,5.08746284125034,6.20945336562895,1,1,2,1,8.82654848729091,3,5.70043971814109,6.6724253419715,5.32192809488736,1,9.92481250360578,1,14.093417564388,1,7.88264304936184,7.53915881110803,10.5774288280357,2.58496250072116,3.8073549220576,6.52356195605701,4.4594316186373,10.0848083878044,10.3083390301394,13.7397806097733,12.8474489039824,12.7952279660287,3.58496250072116,11.4958550268872,8.09803208296053,7.4594316186373,6.52356195605701,11.7565563225241,12.0279059965699,13.0402897210257,3,5.95419631038687,2.58496250072116,2.58496250072116,1,1,4.8073549220576,9,2,1,3,2,9.87344411251538,7.5077946401987,1,3.32192809488736,4.90689059560852,8.23840473932508,8.76818432477693,4.58496250072116,10.7004397181411,4,8.56985560833095,3,"0"
"TCGA.60.2722.01A",5.64385618977472,15.7539479416999,6,15.3218576490737,7.8703647195834,3,6.75488750216347,11.8978454560055,1,11.6229669447905,2.58496250072116,17.6977142101124,4.16992500144231,1,12.0633950812885,1,1,14.2336196767597,2.58496250072116,13.7387256224934,5.64385618977472,8.94251450533924,5.52356195605701,7.4262647547021,11.0042204663182,5.70043971814109,3.32192809488736,5.70043971814109,11.8734441125154,1,6.20945336562895,4.58496250072116,12.9377416200771,10.6987046667703,8.79441586635011,1,1,1,5.95419631038687,13.8397942902026,5.95419631038687,5.90689059560852,1,11.5755392468345,1,12.1953722074027,5.08746284125034,1,1,5.39231742277876,1,6.55458885167764,3.58496250072116,4.32192809488736,10.8057438721516,13.6640027628865,6.75488750216347,1,6.83289001416474,1,5.32192809488736,6.32192809488736,2,8.12928301694497,2,1,1,3.8073549220576,5.52356195605701,2.58496250072116,2,1,1,10.2877123795494,9,5.32192809488736,6.35755200461808,5.70043971814109,1,10.642051692928,1,13.8229690904533,7.7279204545632,7.84549005094437,13.3545248894494,11.8548683832602,12.5760118742068,11.4998458870832,10.6865005271832,5.85798099512757,11.4450148458684,11.9181178510318,15.7158011576758,12.5038257379958,9.40087943628218,2.58496250072116,8.29462074889163,9.19967234483636,3.58496250072116,5.16992500144231,11.4304525516655,13.2033480029798,13.5277213442845,4,6.8073549220576,1,2.58496250072116,1,3.32192809488736,1,11.0768155970508,9.00562454919388,3.8073549220576,1,2,10.1163439612375,7.78135971352466,1,5.95419631038687,4,10.616548843779,3.8073549220576,9.87344411251538,12.2638560195961,5.8073549220576,9.16992500144231,1,"0"
"TCGA.77.7465.01A",6.16992500144231,9.2807707701306,7.10852445677817,8.39231742277876,6.85798099512757,3.8073549220576,3.8073549220576,6.78135971352466,1,2,4.32192809488736,15.0463566798232,1,1,10.9758479680068,7.8703647195834,2,10.9439799143437,3.8073549220576,13.4820516290339,8.06608919045777,8.49984588708321,3,8.40087943628219,8.22881869049588,6.8073549220576,4.16992500144231,8.19967234483637,12.5191447879974,3.32192809488736,11.0620461377205,4.4594316186373,16.2194332524974,11.120237877342,8.90689059560852,1,1,1,8.56224242422107,14.344850683943,5.08746284125034,7.79441586635011,1,8.27612440527424,2.58496250072116,11.6960981709559,3.58496250072116,1,3.32192809488736,1,1,8.2667865406949,4.32192809488736,3.32192809488736,11.8344710499842,2,2,2,9.86418614465428,3.8073549220576,3.32192809488736,9.06608919045777,1,1,3,1,2,4.70043971814109,6.49185309632967,2.58496250072116,5.24792751344359,1,2,9.31288295528435,2,8.59991284218713,4,4.58496250072116,1,11.8757493514201,1,10.7797193551434,2,8.09803208296053,4.90689059560852,11.8129794712515,3,1,1,9.60733031374961,10.9571020415623,10.7125270004398,13.7710767402628,13.7490313820402,11.5631962722167,6.64385618977472,12.8388099857086,10.1163439612375,9.90689059560852,5.32192809488736,11.3782948559119,12.4225904338926,13.261213451366,7.33985000288462,5.52356195605701,1,4.32192809488736,8.45121111183233,3,1,8.33985000288462,2,1,1,4.70043971814109,10.2215871212648,10.5980525001616,1,4.16992500144231,4.4594316186373,7.3037807481771,11.2021238238305,3.58496250072116,13.7692179961265,5.90689059560852,4.4594316186373,5.08746284125034,"0"
"TCGA.77.8148.01A",5.95419631038687,14.3080545590666,8.16992500144231,9.31741261376487,8.94251450533924,2,4.4594316186373,10.3728650601126,1,1,2.58496250072116,15.8950545307483,3.32192809488736,4,12.586370695114,10.4898479604393,7.98868468677217,12.9012440324674,3.32192809488736,13.0024634388925,7.28540221886225,9.66177809777199,7.2667865406949,8.69348695749932,11.0347989625773,5,5.16992500144231,6.24792751344359,11.1623913287569,1,6.97727992349992,3.58496250072116,13.9382931441517,11.0539258815311,10.3619437737352,12.0681064758588,1,1,8.45121111183233,12.4146852358072,4.58496250072116,9.31741261376487,1,10.2360141919001,5.95419631038687,12.3608470841797,2,1,4,5,1,8.10852445677817,3,5.08746284125034,11.5868397879618,12.1260591160707,1,1,9.08746284125034,2.58496250072116,5.32192809488736,5.24792751344359,3,2.58496250072116,7.59991284218713,6,1,8.59245703726808,6.4262647547021,1,8.24792751344359,4.16992500144231,1,8.67948009950545,3.8073549220576,6.4262647547021,5,5,1,10.1163439612375,8.53138146051631,13.2842457498297,2,7.35755200461808,10.7108064336994,11.5176693881338,9.74483383749955,3.58496250072116,9.98868468677217,2.58496250072116,10.5943246039248,10.7210991887072,14.1813075774278,12.7834075421735,8.94836723158468,1,6.04439411935845,9.20945336562895,2.58496250072116,8.76818432477693,11.3641346550081,12.3094763538411,12.8073549220576,4.16992500144231,9.08214904135387,2,5.24792751344359,1,1,8.5077946401987,7.94251450533924,4.4594316186373,3.58496250072116,5.70043971814109,1,9.63662462054365,8.54689445988764,1,3.32192809488736,2,9.94836723158468,8.94836723158468,6.95419631038687,11.1189410727235,5.32192809488736,11.3531468254981,2.58496250072116,"0"
"TCGA.58.8387.01A",4.90689059560852,13.0996765548596,7,11.0887882387169,6.64385618977472,2,3.8073549220576,8.13955135239879,3,2.58496250072116,3.32192809488736,14.8735402377139,2,4.70043971814109,10.7632123668144,6.4594316186373,7.4262647547021,11.2514824106202,3.58496250072116,12.873828574887,4.32192809488736,8.58496250072116,6.85798099512757,1,8.12928301694497,6.52356195605701,5.24792751344359,6,10.8734441125154,1,8.76818432477693,1,11.5689061545021,8.28540221886225,9.73470962022584,2.58496250072116,1,2,4.32192809488736,11.8193807908646,3,7.8703647195834,1,9.59245703726808,2,11.8161836814323,2,1,2,1,1,7.61470984411521,2,1,10.6688849842662,5.95419631038687,1,1,12.3106127816595,5,3,6.32192809488736,2,1,1,2,1,1,6.8073549220576,1,2,1,1,3.58496250072116,1,7.35755200461808,3,2,2,10.729620743553,1,13.4003457965347,3,7,8.10852445677817,9.40087943628218,8.09803208296053,3.8073549220576,6.93073733756289,7.8703647195834,10.0794847838268,10.2667865406949,14.5745935273376,12.0306671362469,10.5507467853832,3.8073549220576,13.2428763671664,8.56224242422107,7.75488750216347,4.4594316186373,12.2027360432502,12.2743781532464,12.1130909834424,7.70043971814109,6.78135971352466,1,1,1,1,2,6.4594316186373,3,1,2,3.32192809488736,9.96289600533726,6.35755200461808,1,3.32192809488736,5.4594316186373,7.62935662007961,10.3353903546939,3,11.0182001788132,3.8073549220576,4.58496250072116,4.58496250072116,"1"
"TCGA.22.4599.01A",4.70043971814109,9.09275714091985,8.15987133677839,5.24792751344359,6.16992500144231,1,3.8073549220576,6.85798099512757,2,2.58496250072116,1,14.6791501772474,4,5.52356195605701,9.96866679319521,4.16992500144231,6.75488750216347,9.5077946401987,5.16992500144231,10.7481928495895,5.39231742277876,8.11894107272351,5.24792751344359,6.16992500144231,5,4.8073549220576,5.90689059560852,4,10.2784494582205,2,7.95419631038687,1,12.9908130791536,10.1598713367784,10.1006623390052,9.48784003382305,1,1,4,12.2597432636908,3.32192809488736,7.75488750216347,1,9.05528243550119,1,10.5449644327892,1,1,2.58496250072116,4.8073549220576,1,6.24792751344359,4.90689059560852,1,10.8917837032183,7.20945336562895,1,1,6.58496250072116,3.58496250072116,2.58496250072116,8.25738784269265,3.8073549220576,1,1,4.16992500144231,2,3.58496250072116,4.58496250072116,1,1,1,2,5.08746284125034,2,5.64385618977472,3.32192809488736,4.90689059560852,2,10.1823943534045,2.58496250072116,10.0525680508042,2.58496250072116,3.58496250072116,6.28540221886225,10.3944626946103,5.52356195605701,2,1,6.90689059560852,9.37937836707126,9.52356195605701,10.1972166931101,9.72109918870719,6.88264304936184,3.32192809488736,6.78135971352466,8.36632221424582,7.62935662007961,5.90689059560852,11.0416591516372,11.0512089409148,11.6082548219779,4.90689059560852,4.70043971814109,3.32192809488736,1,1,1,2.58496250072116,9.2045711442492,5.39231742277876,1,1,2.58496250072116,9.05528243550119,7.06608919045777,1,1,3.58496250072116,5.64385618977472,6.04439411935845,4.32192809488736,10.8313072438021,7.18982455888002,5.75488750216347,1,"1"
"TCGA.77.A5G6.01A",4,13.109504215757,7.93073733756289,12.3548003443506,8.69348695749932,3.58496250072116,5.4594316186373,9.89481776330794,2,3.32192809488736,5.24792751344359,16.5261324056284,4.8073549220576,7.68650052718322,12.3581017074408,6.52356195605701,4.16992500144231,12.0091287895393,2.58496250072116,12.4958550268872,8.94251450533924,9.29001884693262,4.70043971814109,9.2240016741981,8.04439411935845,6.61470984411521,4.16992500144231,5.08746284125034,12.2784494582205,4.16992500144231,7.8703647195834,3,14.047294352783,9.99435343685886,10.0056245491939,1,1,1,5.70043971814109,13.0542651396258,8.13955135239879,7.4093909361377,1,11.4978518369511,1,12.1013191544233,2,1,2.58496250072116,1,1,9.73470962022584,11.9498267107591,1,12.7727269492398,5.95419631038687,1,1,11.3793783670713,6.08746284125034,6.24792751344359,8.56985560833095,1,1,1,2,3,5.58496250072116,6.97727992349992,2.58496250072116,2,1,2,6.20945336562895,2,9.73470962022584,5.08746284125034,4.90689059560852,1,10.632995197143,1,12.9947069952581,4.4594316186373,7.88264304936184,8.85798099512757,10.6402449362223,7.7279204545632,2.58496250072116,4.16992500144231,10.5565060546719,10.7895336449704,9.69348695749933,14.4012795365965,13.2060986139958,9.20945336562895,4.90689059560852,15.685570091608,8.53138146051631,11.3026389237876,9.43462822763673,12.0450770519349,12.1150436501617,13.7696312573842,2,5.08746284125034,5,1,1,2,2,10.4958550268872,4.8073549220576,1,2.58496250072116,6.90689059560852,10.616548843779,9.02236781302845,1,1,7.02236781302845,8.97154355395077,10.2550285698187,6.4262647547021,12.5703301010308,6.08746284125034,4.16992500144231,4.90689059560852,"1"
"TCGA.77.A5GF.01A",5.58496250072116,13.486080802652,8.8073549220576,8.53138146051631,7.24792751344359,2.58496250072116,4.16992500144231,9.56605403817109,1,9.68999797141945,1,15.9652431725569,4,1,11.1535520317081,2.58496250072116,1,12.9465408038931,2,11.8153832958135,4.32192809488736,8.34872815423108,7.33985000288462,4.8073549220576,9.9915218460757,1,4,4.32192809488736,10.8057438721516,1,8.2667865406949,5.24792751344359,12.1916761463524,6.75488750216347,9.09275714091985,1,1,1,5.16992500144231,12.9359016822676,1,4.16992500144231,1,9.51963625284321,1,10.6582114827518,1,1,2,2,1,8.33985000288462,2,5.16992500144231,10.047123912114,12.1579784499454,1,1,5.4594316186373,1,4.90689059560852,6.49185309632967,2,3,1,2.58496250072116,1,2.58496250072116,5.32192809488736,1,2,1,2,4.16992500144231,9.50382573799575,7.33985000288462,4.32192809488736,3.8073549220576,1,9.467605550083,1,12.963257356633,3.8073549220576,5.90689059560852,11.3520434257954,10.9628960053373,6.28540221886225,4,9.50382573799575,3.58496250072116,10.1922928144708,9.9915218460757,13.9370059265166,10.3353903546939,8.85174904141606,2,6.61470984411521,8.38370429247405,2.58496250072116,7.56985560833095,10.7714894695006,10.9556499075284,12.4470832262097,3.58496250072116,6.4594316186373,1,5.24792751344359,1,1,2.58496250072116,9.59618975614441,7.33985000288462,4.8073549220576,1,1,9.03342300153745,10.9498267107591,1,3.58496250072116,5.8073549220576,10.4115109880121,5.16992500144231,9.86727873970966,10.7714894695006,4.58496250072116,10.5038257379958,1,"1"
"TCGA.22.1012.01A",7.06608919045777,12.7936033092794,7.89481776330794,11.6591039634737,8.20945336562895,2,3,9.53915881110803,2.58496250072116,8.25738784269265,4.32192809488736,15.5932160278172,1,4,11.5679560754155,4.70043971814109,5.24792751344359,12.4056733322819,2.58496250072116,13.1605017475557,6.97727992349992,10.5980525001616,5.52356195605701,9.39231742277876,9.59991284218713,4.4594316186373,3.32192809488736,6.12928301694497,11.1433832139898,1,7.61470984411521,6.32192809488736,13.0399471601691,5.90689059560852,9.26209484537018,1,1,2,7.91886323727459,13.3674147512468,7.64385618977472,5.90689059560852,1,9.29001884693262,1,13.8896940793821,5.85798099512757,1,3,5.70043971814109,1,6.75488750216347,6.70043971814109,5.24792751344359,10.9901039638575,1,4,2,7.93073733756289,4.32192809488736,4.70043971814109,4.70043971814109,2,8.66533591718518,1,2.58496250072116,1,8.05528243550119,6.83289001416474,3.58496250072116,1,1,1,8.59245703726808,4.16992500144231,8.92481250360578,6.32192809488736,6.39231742277876,1,10.9233274854192,4.32192809488736,13.4563544151083,13.8684367558582,9.30833903013941,12.2106713437856,11.4429434958487,15.6047269535709,11.129283016945,10.5488219084588,10.6456584324087,12.3492812288175,10.6110247973074,13.0171563863831,11.7944158663501,10.5526690975143,3.58496250072116,14.5025832135534,9.16992500144231,9.92184093707449,8.74819284958946,11.4737057496194,13.5889488203147,11.9992953870234,6.35755200461808,7.06608919045777,2.58496250072116,5.24792751344359,1,3,7.89481776330794,13.1786648510065,6.12928301694497,2,4.90689059560852,5.24792751344359,10.5313814605163,8.91886323727459,1,5.16992500144231,12.1254134704833,8.40087943628219,9.31741261376487,3.32192809488736,12.8986013874039,5.4594316186373,11.5603328342124,5.16992500144231,"1"
